id,u_id,name,position,active,age,handedness,catches,contract_end,cap_hit,signed_nhl,date_birth,drafted,height,weight,nhl_rights_id,nationality_id,place_birth_id,id,player_id,regular_season,season_id,league_id,team_id,captaincy,gp,gd,gaa,svp,ga,svs,so,w,l,t,toi,id,nationality,id,season
2499,212615,Murray Bannerman,G,0,66,,L,,,0,1957-04-27,1,180,84,,3,398,10215,2499,0,101,7,163,,,,,,,,,,,,,3,Canada,101,1986-1987
2499,212615,Murray Bannerman,G,0,66,,L,,,0,1957-04-27,1,180,84,,3,398,10216,2499,1,101,7,163,,39,,4.15,0.873,142,978,0,9,18,8,2053,3,Canada,101,1986-1987
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10235,2500,0,92,7,2815,,,,,,,,,,,,,3,Canada,92,1977-1978
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10236,2500,1,92,7,2815,,4,,2.73,0.904,9,85,0,1,2,1,198,3,Canada,92,1977-1978
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10239,2500,0,93,7,2815,,,,,,,,,,,,,3,Canada,93,1978-1979
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10240,2500,1,93,7,2815,,31,,3.1,0.898,94,827,3,12,13,5,1819,3,Canada,93,1978-1979
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10241,2500,0,94,7,2815,,2,,3,0.889,3,24,0,0,0,0,60,3,Canada,94,1979-1980
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10242,2500,1,94,7,2815,,57,,3.48,0.883,193,1451,0,17,29,10,3331,3,Canada,94,1979-1980
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10243,2500,0,95,7,2815,,,,,,,,,,,,,3,Canada,95,1980-1981
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10244,2500,1,95,7,2815,,17,,4.44,0.856,59,352,1,5,8,0,797,3,Canada,95,1980-1981
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10247,2500,0,96,7,84,,3,,4.97,0.845,9,49,0,0,2,0,109,3,Canada,96,1981-1982
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10248,2500,1,96,7,84,,2,,6.33,0.805,8,33,0,0,1,0,76,3,Canada,96,1981-1982
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10249,2500,0,97,7,449,,1,,5,0.894,5,42,0,0,1,0,60,3,Canada,97,1982-1983
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10250,2500,1,97,7,449,,21,,3.45,0.894,67,567,0,9,10,1,1167,3,Canada,97,1982-1983
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10251,2500,0,98,7,449,,5,,2.53,0.922,13,153,1,2,3,0,308,3,Canada,98,1983-1984
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10252,2500,1,98,7,449,,50,,3.52,0.89,166,1349,1,28,14,4,2828,3,Canada,98,1983-1984
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10253,2500,0,99,7,449,,3,,5.02,0.857,14,84,0,0,3,0,167,3,Canada,99,1984-1985
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10254,2500,1,99,7,449,,44,,4.19,0.879,175,1269,0,14,20,7,2506,3,Canada,99,1984-1985
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10255,2500,0,100,7,449,,3,,4.89,0.813,6,26,0,0,0,0,74,3,Canada,100,1985-1986
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10256,2500,1,100,7,449,,23,,3.35,0.893,65,543,0,5,12,1,1164,3,Canada,100,1985-1986
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10259,2500,0,101,7,87,,8,,1.68,0.943,13,214,2,5,2,0,464,3,Canada,101,1986-1987
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10260,2500,1,101,7,87,,36,,3.2,0.893,104,870,1,11,16,5,1953,3,Canada,101,1986-1987
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10261,2500,0,102,7,87,,8,,3.07,0.871,22,149,1,4,3,0,431,3,Canada,102,1987-1988
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10262,2500,1,102,7,87,,47,,3.23,0.891,141,1151,4,22,17,5,2617,3,Canada,102,1987-1988
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10263,2500,0,103,7,87,,2,,5.35,0.851,7,40,0,0,1,0,78,3,Canada,103,1988-1989
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10264,2500,1,103,7,87,,39,,3.56,0.882,124,931,1,13,14,8,2092,3,Canada,103,1988-1989
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10265,2500,0,104,7,87,,,,,,,,,,,,,3,Canada,104,1989-1990
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10266,2500,1,104,7,87,,45,,4.03,0.867,154,1005,1,15,18,5,2290,3,Canada,104,1989-1990
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10267,2500,0,105,7,87,,,,,,,,,,,,,3,Canada,105,1990-1991
2500,72202,Glen Hanlon,G,0,66,,L,,,0,1957-02-20,1,183,84,,3,86,10268,2500,1,105,7,87,,19,,3.2,0.895,46,392,0,4,6,3,862,3,Canada,105,1990-1991
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10301,2501,0,92,7,449,,,,,,,,,,,,,7,Sweden,92,1977-1978
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10302,2501,1,92,7,449,,4,,3.5,0.887,14,110,0,2,2,0,240,7,Sweden,92,1977-1978
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10311,2501,0,94,7,3167,,,,,,,,,,,,,7,Sweden,94,1979-1980
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10312,2501,1,94,7,3167,,49,,3.77,0.87,161,1081,0,9,27,6,2566,7,Sweden,94,1979-1980
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10313,2501,0,95,7,3167,,,,,,,,,,,,,7,Sweden,95,1980-1981
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10314,2501,1,95,7,3167,,30,,3.77,0.869,103,684,0,6,15,6,1639,7,Sweden,95,1980-1981
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10317,2501,0,96,7,105,,,,,,,,,,,,,7,Sweden,96,1981-1982
2501,1572,Hardy Åström,G,0,72,,L,,,0,1951-03-29,0,181,80,,7,755,10318,2501,1,96,7,105,,0,,,,,,,,,,,7,Sweden,96,1981-1982
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10351,2502,0,92,7,61,,,,,,,,,,,,,3,Canada,92,1977-1978
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10352,2502,1,92,7,61,,7,,3.05,0.879,20,145,0,2,4,1,394,3,Canada,92,1977-1978
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10355,2502,0,93,7,61,,,,,,,,,,,,,3,Canada,93,1978-1979
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10356,2502,1,93,7,61,,2,,3.08,0.887,6,47,0,0,1,1,117,3,Canada,93,1978-1979
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10359,2502,0,94,7,61,,,,,,,,,,,,,3,Canada,94,1979-1980
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10360,2502,1,94,7,61,,1,,2,0.92,2,23,0,1,0,0,60,3,Canada,94,1979-1980
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10363,2502,0,95,7,61,,9,,3.01,0.892,27,223,1,4,5,0,537,3,Canada,95,1980-1981
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10364,2502,1,95,7,61,,27,,2.5,0.913,65,681,2,13,7,6,1563,3,Canada,95,1980-1981
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10365,2502,0,96,7,61,,1,,3.11,0.875,1,7,0,0,1,0,19,3,Canada,96,1981-1982
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10366,2502,1,96,7,61,,29,,3.89,0.87,112,749,0,13,9,6,1726,3,Canada,96,1981-1982
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10367,2502,0,97,7,144,,1,,225,0,1,0,0,0,0,0,0,3,Canada,97,1982-1983
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10368,2502,1,97,7,144,,17,,3.8,0.886,58,450,0,4,9,2,915,3,Canada,97,1982-1983
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10369,2502,0,98,7,144,,,,,,,,,,,,,3,Canada,98,1983-1984
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10370,2502,1,98,7,144,,20,,5.13,0.849,80,449,0,5,10,0,936,3,Canada,98,1983-1984
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10373,2502,0,99,7,144,,,,,,,,,,,,,3,Canada,99,1984-1985
2502,71534,Rick St. Croix,G,0,68,,L,,,0,1955-01-03,1,178,73,,3,125,10374,2502,1,99,7,144,,12,,5.35,0.824,56,263,0,2,9,0,628,3,Canada,99,1984-1985
2503,226576,Greg Redquest,G,0,67,,L,,,0,1956-07-30,1,178,86,,3,18,10393,2503,0,92,7,81,,,,,,,,,,,,,3,Canada,92,1977-1978
2503,226576,Greg Redquest,G,0,67,,L,,,0,1956-07-30,1,178,86,,3,18,10394,2503,1,92,7,81,,1,,14.08,0.7,3,7,0,0,0,0,13,3,Canada,92,1977-1978
2504,485497,Mike Frawley,G,0,69,,,,,0,1954-04-09,0,188,84,,3,140,10403,2504,0,92,7,87,,,,,,,,,,,,,3,Canada,92,1977-1978
2504,485497,Mike Frawley,G,0,69,,,,,0,1954-04-09,0,188,84,,3,140,10404,2504,1,92,7,87,,0,,,,,,,,,,,3,Canada,92,1977-1978
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10427,2583,0,93,7,17,,2,,4.28,0.877,9,64,0,0,2,0,126,3,Canada,93,1978-1979
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10428,2583,1,93,7,17,,49,,3.11,0.892,148,1220,4,23,15,10,2857,3,Canada,93,1978-1979
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10429,2583,0,94,7,17,,4,,4.07,0.88,14,103,0,1,2,0,206,3,Canada,94,1979-1980
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10430,2583,1,94,7,17,,50,,3.93,0.87,185,1235,0,18,22,7,2825,3,Canada,94,1979-1980
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10431,2583,0,95,7,17,,4,,5.48,0.837,20,103,0,1,3,0,219,3,Canada,95,1980-1981
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10432,2583,1,95,7,17,,64,,3.26,0.893,203,1692,2,35,18,11,3736,3,Canada,95,1980-1981
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10433,2583,0,96,7,17,,10,,4.24,0.868,41,270,0,4,5,0,580,3,Canada,96,1981-1982
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10434,2583,1,96,7,17,,52,,4.39,0.851,214,1227,2,13,28,8,2924,3,Canada,96,1981-1982
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10437,2583,0,97,7,17,,,,,,,,,,,,,3,Canada,97,1982-1983
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10438,2583,1,97,7,17,,19,,4.6,0.843,68,364,1,3,10,2,886,3,Canada,97,1982-1983
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10441,2583,0,98,7,17,,,,,,,,,,,,,3,Canada,98,1983-1984
2583,209503,Mario Lessard,G,0,69,,L,,,0,1954-06-25,1,175,86,,3,779,10442,2583,1,98,7,17,,6,,5.88,0.835,26,132,0,0,4,1,265,3,Canada,98,1983-1984
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10455,2584,0,93,7,81,,,,,,,,,,,,,3,Canada,93,1978-1979
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10456,2584,1,93,7,81,,28,,3.38,0.888,86,685,2,14,11,1,1529,3,Canada,93,1978-1979
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10457,2584,0,94,7,81,,5,,4.2,0.868,21,138,0,2,3,0,300,3,Canada,94,1979-1980
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10458,2584,1,94,7,81,,44,,3.65,0.881,157,1164,2,18,18,7,2581,3,Canada,94,1979-1980
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10459,2584,0,95,7,81,,5,,3.51,0.893,19,159,0,2,3,0,324,3,Canada,95,1980-1981
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10460,2584,1,95,7,81,,63,,4.17,0.864,258,1637,0,25,27,10,3710,3,Canada,95,1980-1981
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10461,2584,0,96,7,2291,,,,,,,,,,,,,3,Canada,96,1981-1982
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10462,2584,1,96,7,2291,,55,,4.3,0.873,229,1568,0,11,30,12,3194,3,Canada,96,1981-1982
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10465,2584,0,97,7,2291,,,,,,,,,,,,,3,Canada,97,1982-1983
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10466,2584,1,97,7,2291,,60,,4.82,0.863,282,1771,1,14,38,6,3511,3,Canada,97,1982-1983
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10467,2584,0,98,7,2291,,,,,,,,,,,,,3,Canada,98,1983-1984
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10468,2584,1,98,7,2291,,60,,3.71,0.878,221,1590,2,21,30,9,3576,3,Canada,98,1983-1984
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10469,2584,0,99,7,84,,1,,2.07,0.943,2,33,0,0,1,0,58,3,Canada,99,1984-1985
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10470,2584,1,99,7,84,,10,,3.5,0.87,35,234,0,2,7,1,600,3,Canada,99,1984-1985
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10471,2584,0,100,7,84,,10,,2.98,0.911,29,298,0,6,3,0,583,3,Canada,100,1985-1986
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10472,2584,1,100,7,84,,36,,3.59,0.886,129,1006,1,14,16,6,2154,3,Canada,100,1985-1986
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10473,2584,0,101,7,84,,4,,2.4,0.918,10,112,0,1,3,0,250,3,Canada,101,1986-1987
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10474,2584,1,101,7,84,,42,,3.54,0.873,146,1003,0,15,18,9,2478,3,Canada,101,1986-1987
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10475,2584,0,102,7,84,,10,,3.81,0.849,38,214,0,5,5,0,599,3,Canada,102,1987-1988
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10476,2584,1,102,7,84,,48,,3.52,0.88,167,1229,1,21,19,7,2846,3,Canada,102,1987-1988
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10477,2584,0,103,7,84,,10,,3.14,0.89,34,274,0,5,5,0,649,3,Canada,103,1988-1989
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10478,2584,1,103,7,84,,52,,3.38,0.88,170,1241,6,22,20,7,3019,3,Canada,103,1988-1989
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10479,2584,0,104,7,163,,14,,3.92,0.867,40,260,0,6,6,0,613,3,Canada,104,1989-1990
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10480,2584,1,104,7,163,,10,,3.34,0.88,32,235,0,5,4,1,575,3,Canada,104,1989-1990
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10481,2584,0,105,7,163,,,,,,,,,,,,,3,Canada,105,1990-1991
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10482,2584,1,105,7,163,,3,,4.13,0.875,4,28,0,0,1,0,58,3,Canada,105,1990-1991
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10483,2584,0,106,7,87,,,,,,,,,,,,,3,Canada,106,1991-1992
2584,71019,Greg Millen,G,0,66,,R,,,0,1957-06-25,1,175,79,,3,18,10484,2584,1,106,7,87,,10,,2.71,0.896,22,190,0,3,2,3,487,3,Canada,106,1991-1992
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10513,2585,0,93,7,2750,,1,,0,1,0,15,0,0,0,0,20,3,Canada,93,1978-1979
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10514,2585,1,93,7,2750,,18,,3.33,0.882,55,410,0,8,8,1,991,3,Canada,93,1978-1979
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10517,2585,0,94,7,2750,,,,,,,,,,,,,3,Canada,94,1979-1980
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10518,2585,1,94,7,2750,,3,,6,0.797,15,59,0,0,2,0,150,3,Canada,94,1979-1980
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10521,2585,0,95,7,105,,6,,3.61,0.896,22,190,0,3,3,0,366,3,Canada,95,1980-1981
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10522,2585,1,95,7,105,,29,,3.24,0.901,88,803,2,14,6,7,1629,3,Canada,95,1980-1981
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10525,2585,0,96,7,105,,,,,,,,,,,,,3,Canada,96,1981-1982
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10526,2585,1,96,7,105,,34,,4.32,0.873,135,931,0,10,15,6,1874,3,Canada,96,1981-1982
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10527,2585,0,97,7,105,,7,,4.96,0.853,27,157,0,3,3,0,326,3,Canada,97,1982-1983
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10528,2585,1,97,7,105,,39,,3.61,0.889,133,1063,0,16,12,8,2210,3,Canada,97,1982-1983
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10529,2585,0,98,7,105,,8,,4.29,0.889,32,257,0,4,4,0,448,3,Canada,98,1983-1984
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10530,2585,1,98,7,105,,51,,3.52,0.893,150,1256,0,21,12,9,2559,3,Canada,98,1983-1984
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10531,2585,0,99,7,105,,4,,3.41,0.89,14,113,1,1,3,0,247,3,Canada,99,1984-1985
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10532,2585,1,99,7,105,,56,,3.47,0.888,183,1452,1,30,12,10,3166,3,Canada,99,1984-1985
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10535,2585,0,100,7,105,,3,,3.88,0.854,7,41,0,0,1,0,108,3,Canada,100,1985-1986
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10536,2585,1,100,7,105,,60,,4.09,0.872,229,1556,1,29,24,4,3362,3,Canada,100,1985-1986
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10537,2585,0,101,7,105,,2,,3.57,0.872,6,41,0,0,1,0,101,3,Canada,101,1986-1987
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10538,2585,1,101,7,105,,34,,3.23,0.885,90,695,2,16,8,1,1670,3,Canada,101,1986-1987
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10539,2585,0,102,7,137,,17,,2.64,0.895,45,385,1,11,6,0,1024,3,Canada,102,1987-1988
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10540,2585,1,102,7,137,,49,,2.93,0.889,138,1106,3,24,17,6,2822,3,Canada,102,1987-1988
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10541,2585,0,103,7,137,,4,,3.82,0.857,16,96,0,1,3,0,252,3,Canada,103,1988-1989
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10542,2585,1,103,7,137,,40,,3.01,0.887,120,941,0,19,15,6,2392,3,Canada,103,1988-1989
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10543,2585,0,104,7,137,,3,,5.79,0.772,13,44,0,0,1,0,135,3,Canada,104,1989-1990
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10544,2585,1,104,7,137,,43,,2.8,0.892,108,894,2,22,15,2,2310,3,Canada,104,1989-1990
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10545,2585,0,105,7,137,,2,,0,1,0,18,0,0,0,0,32,3,Canada,105,1990-1991
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10546,2585,1,105,7,137,,33,,3.64,0.868,111,730,1,17,10,3,1829,3,Canada,105,1990-1991
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10547,2585,0,106,7,137,,2,,3.33,0.87,3,20,0,0,0,0,54,3,Canada,106,1991-1992
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10548,2585,1,106,7,137,,8,,3.39,0.89,23,187,0,5,1,0,407,3,Canada,106,1991-1992
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10549,2585,0,107,7,137,,,,,,,,,,,,,3,Canada,107,1992-1993
2585,67888,Réjean Lemelin,G,0,68,,L,,,0,1954-11-19,1,180,77,,3,10,10550,2585,1,107,7,137,,10,,3.43,0.862,31,194,0,5,4,0,542,3,Canada,107,1992-1993
2586,265064,Robbie Moore,G,0,,,L,,,0,1954-05-03,0,165,70,,3,465,10569,2586,0,93,7,61,,5,,4.06,0.854,18,105,0,3,2,0,266,3,Canada,93,1978-1979
2586,265064,Robbie Moore,G,0,,,L,,,0,1954-05-03,0,165,70,,3,465,10570,2586,1,93,7,61,,5,,1.77,0.927,7,89,2,3,0,1,237,3,Canada,93,1978-1979
2586,265064,Robbie Moore,G,0,,,L,,,0,1954-05-03,0,165,70,,3,465,10579,2586,0,97,7,39,,,,,,,,,,,,,3,Canada,97,1982-1983
2586,265064,Robbie Moore,G,0,,,L,,,0,1954-05-03,0,165,70,,3,465,10580,2586,1,97,7,39,,1,,3.04,0.857,1,6,0,0,1,0,20,3,Canada,97,1982-1983
2587,253267,Randy Ireland,G,0,66,,L,,,0,1957-04-05,1,183,75,,3,780,10599,2587,0,93,7,38,,,,,,,,,,,,,3,Canada,93,1978-1979
2587,253267,Randy Ireland,G,0,66,,L,,,0,1957-04-05,1,183,75,,3,780,10600,2587,1,93,7,38,,2,,6.02,0.857,3,18,0,0,0,0,30,3,Canada,93,1978-1979
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10621,2588,0,93,7,61,,,,,,,,,,,,,3,Canada,93,1978-1979
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10622,2588,1,93,7,61,,5,,3.47,0.853,16,93,0,1,2,1,277,3,Canada,93,1978-1979
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10625,2588,0,94,7,61,,13,,2.79,0.902,37,340,1,8,5,0,797,3,Canada,94,1979-1980
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10626,2588,1,94,7,61,,40,,2.73,0.898,108,953,1,29,5,5,2370,3,Canada,94,1979-1980
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10627,2588,0,95,7,61,,3,,4.03,0.815,12,53,0,2,1,0,179,3,Canada,95,1980-1981
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10628,2588,1,95,7,61,,40,,2.97,0.897,115,1000,2,22,12,5,2324,3,Canada,95,1980-1981
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10629,2588,0,96,7,61,,4,,4.65,0.84,17,89,0,1,2,0,219,3,Canada,96,1981-1982
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10630,2588,1,96,7,61,,44,,3.72,0.871,160,1082,0,23,18,3,2582,3,Canada,96,1981-1982
2588,74545,Pete Peeters,G,0,66,,L,,,0,1957-08-17,1,185,88,,3,195,10631,2588,0,97,7,137,,17,,3.58,0.873,61,420,1,9,8,0,1022,3,Canada,97,1982-1983
