u_id
9657
3197
8932
8627
60871
8649
9094
13407
73557
3670
12803
10821
11576
8495
18485
10858
12732
31008
28647
10890
18375
8653
8713
8622
10849
8289
10898
9627
8626
8710
15710
10219
22627
10243
10985
13509
8636
9631
8620
3656
8581
9128
9103
8586
10988
9905
14184
8668
12759
13399
10292
9384
3655
10846
4230
6146
8813
9106
8903
8541
8652
8635
8897
6668
8677
9519
9469
9609
8675
3181
11175
10996
9151
8919
9161
8923
7963
3209
133
8735
9615
6670
11767
11522
4231
10212
4233
10157
8794
8793
10372
10218
683
3419
9402
9191
3193
11041
4081
9189
10405
9255
10200
354
11011
9471
8876
9353
4344
11029
9190
8584
10350
14335
9205
11010
10173
9648
10879
9224
10674
9326
3682
8792
9220
10425
9187
9237
9207
7287
11123
9653
11104
11480
10426
9410
9183
10675
4152
9227
10458
11404
9366
9435
4219
9496
11879
9256
7587
11266
12427
9359
13413
10437
10460
9356
9616
11731
9368
10401
11336
9330
11798
10980
14833
11527
3637
11113
8701
9215
9209
9285
9258
10430
14013
12517
14440
5504
11400
12461
11424
9238
7556
11360
14082
10461
4218
11115
2021
9251
10481
14043
9409
11630
9633
10615
11398
9332
9622
11317
15208
11412
9300
5877
4295
34094
24173
11493
11732
3442
12505
11057
12466
12406
9337
11392
9308
17069
9203
12571
9223
17521
15399
12112
9324
14657
14371
9878
10431
12154
13843
6007
11887
11866
9303
11109
11667
18590
3230
9375
4024
5995
14686
11357
19225
9236
8606
11683
11053
6006
11706
10439
14739
14728
12153
11867
11335
6953
11443
17946
9230
11859
12531
11737
12279
13999
9264
9265
3688
11137
11613
33244
23668
19040
11098
11460
14360
31261
6014
6225
4008
17519
10881
23807
6013
14741
22927
15480
11611
15033
7693
12530
15566
11458
11597
38067
14459
11365
12265
18240
13785
14003
11456
2349
14631
11409
13595
15036
17679
19042
12565
11834
17520
9348
15068
7045
17750
17508
16591
11112
18618
9257
13614
11395
16499
39601
12534
11388
11111
9791
15032
19043
12557
32176
30901
12276
38349
19170
9275
5545
14394
2295
11700
11318
9319
12539
16707
8311
19171
16752
11394
12156
11538
14590
3769
4254
11796
9796
12807
9787
11236
11848
10393
25636
4567
27038
18592
32885
20715
45512
10627
28421
17758
10713
12668
17892
23297
19166
18601
15735
14012
18089
15390
32878
6913
23166
12187
31282
31079
9253
12506
6223
7069
6016
30902
12518
14960
33907
36711
9371
12282
19742
20726
12188
14332
6051
15070
75379
12169
24398
19051
37747
12507
23856
19294
37998
32806
6562
11850
14871
17514
18594
23790
18800
7039
37148
32805
23814
15385
13799
33929
37737
31264
15061
8373
12063
18759
36736
14126
33903
23346
13651
12524
15665
17497
15127
21033
14449
15039
11341
11840
14727
32882
17522
11181
21228
45261
33265
25705
74611
18241
18949
24787
12523
15130
45596
60251
18745
19980
11849
7617
11466
33848
16037
32978
24653
9342
12078
37572
23813
18085
12141
23154
42435
45134
18097
38624
6660
14361
77561
16044
45871
19068
37796
15038
37422
20706
37832
18628
14370
33753
40265
16049
55167
29626
12378
46947
98663
75951
74997
9009
11246
30686
33230
37536
38226
15398
65564
44405
32872
32422
19148
15518
11235
17435
23117
15181
44666
14861
18242
76690
31273
12567
19204
23663
32778
37927
31281
14384
34797
25481
23162
17632
11248
14872
15205
34768
23165
99204
85013
108661
34882
45587
90349
43543
41184
56038
90355
20723
50044
15216
59843
24903
33387
41768
77237
44789
24396
34751
16042
20712
46027
34777
45584
6020
45560
45417
38032
17515
38620
38233
20523
38039
90348
34750
28422
43497
48393
14436
37182
23107
19426
23110
18332
16804
31274
38808
11393
34064
17503
17499
15163
88692
75015
