u_id
9657
3197
8932
3670
10858
12732
28647
8653
8713
8622
10849
10898
9627
8626
8710
15710
10219
22627
10243
10985
13509
8636
9631
8620
3656
8581
9128
8586
10988
9905
14184
8668
12759
13399
10292
9384
10846
9106
8903
8652
8635
6668
8677
9519
9469
9609
8675
3181
11175
10996
9151
8919
8923
7963
3209
133
8735
9615
6670
11767
11522
10212
8794
8793
683
3419
9402
9191
3193
11041
4081
10405
9255
10200
354
11011
9471
8876
9353
4344
11029
9190
8584
10350
14335
11010
10173
9648
10879
9224
10674
9326
8792
9220
10425
9237
9653
11480
9410
4152
9227
11404
9366
4219
9496
11879
9256
7587
11266
12427
10460
9356
9616
11731
10401
11336
10980
14833
11527
3637
8701
9258
14013
12517
5504
11424
9238
7556
11360
14082
4218
11115
2021
9251
10481
14043
9409
11630
9633
10615
11398
9332
9622
15208
11412
9300
5877
34094
24173
11493
11732
3442
12505
11057
12466
12406
9337
11392
17069
9203
12112
10431
12154
13843
11887
9303
11667
3230
9375
4024
11357
9236
8606
11683
11053
6006
11706
12153
11867
11335
6953
11443
17946
9230
11737
12279
13999
9264
9265
3688
11137
33244
19040
6014
4008
6013
14741
22927
15033
15566
11597
14459
11365
13785
2349
14631
11409
13595
15036
19042
12565
11834
9348
15068
7045
17750
16591
11112
18618
9257
11395
16499
12534
11388
11111
9791
15032
12557
32176
30901
12276
38349
9275
5545
14394
2295
11700
11318
9319
12539
16707
8311
19171
16752
11394
12156
3769
4254
12807
11236
11848
4567
18592
10627
28421
17892
23297
15735
18089
15390
6913
23166
12187
9253
7069
6016
30902
12518
36711
9371
12282
19742
14332
6051
15070
12169
24398
19051
19294
11850
14871
17514
18594
7039
37148
32805
15385
13799
33929
37737
15061
18759
36736
14126
23346
13651
15665
17497
21033
14449
15039
11341
11840
14727
32882
11181
21228
33265
74611
18949
15130
11849
7617
11466
33848
32978
24653
9342
37572
12141
23154
42435
6660
14361
77561
16044
45871
37796
15038
37422
18628
14370
33753
16049
55167
12378
46947
9009
11246
30686
33230
37536
38226
15398
65564
44405
32422
19148
15518
11235
23117
15181
44666
14861
18242
31273
12567
19204
31281
14384
25481
11248
14872
34768
15216
24903
41768
24396
34751
17515
38620
20523
34750
28422
14436
23107
19426
23110
18332
16804
31274
38808
11393
17503
17499
15163
88692
75015
15485
12123
31578
75939
10378
76090
38063
11462
62651
37694
9799
60363
128521
28547
16727
37543
12260
13901
73778
62407
44471
26385
16043
45270
41925
40249
37707
19292
37608
16713
23809
16036
45173
13934
40286
10809
19428
10383
35624
34796
11986
49585
5511
16050
9784
10306
58545
8042
15747
10014
76087
41014
34851
94946
19353
22458
13549
25488
45554
70425
20724
28436
17845
19277
23151
20714
13266
95044
70426
45571
32736
45347
30857
45602
38319
30359
38059
34805
23298
19165
33895
43419
24635
45878
38622
45525
37180
32724
38672
128977
37254
74998
62534
33754
31270
26388
13766
17658
24082
10711
31288
39097
96052
41098
45485
45582
84723
28745
29016
17287
37758
39653
19227
24660
40999
23458
16039
99041
43871
17637
120197
11958
39435
9985
49315
37280
94676
7957
52798
13538
99036
52391
89181
20721
55796
117736
91265
17760
76182
160550
123119
76324
20058
85671
93577
14412
16709
94254
45411
126400
108653
105831
17726
34828
128500
45487
117748
16835
11620
16456
31568
26414
45963
75232
85327
149937
37281
12080
45426
45615
64591
99009
66177
116970
75072
159029
41287
79402
23324
91267
61293
22399
70390
100297
126396
45872
25790
17491
186992
165006
56037
96063
117376
161290
45600
18088
152117
151824
46009
23959
127847
42434
122937
65456
106161
11949
84092
20065
90359
25356
39022
50291
153203
155382
209468
121936
